,date,companyId,jobId,country,stateProvince,city,avgOverallRating,numReviews,industry,normTitle,normTitleCategory,descriptionCharacterLength,descriptionWordCount,experienceRequired,estimatedSalary,salaryCurrency,jobLanguage,supervisingJob,licenseRequiredJob,educationRequirements,jobAgeDays,clicks,localClicks
10044,11/9/16,company02813,job0003428,US,FL,Sunny Isles Beach,4.7,29,NA,receptionist,admin,1065,168,NA,22800,,EN,0,0,None,91,9,0
10045,11/10/16,company02813,job0003428,US,FL,Sunny Isles Beach,4.7,29,NA,receptionist,admin,1065,168,NA,22800,,EN,0,0,None,92,4,3
10046,11/11/16,company02813,job0003428,US,FL,Sunny Isles Beach,4.7,29,NA,receptionist,admin,1065,168,NA,22800,,EN,0,0,None,93,7,0
10047,11/12/16,company02813,job0003428,US,FL,Sunny Isles Beach,4.7,29,NA,receptionist,admin,1065,168,NA,22800,,EN,0,0,None,94,10,1
10048,11/13/16,company02813,job0003428,US,FL,Sunny Isles Beach,4.7,29,NA,receptionist,admin,1065,168,NA,22800,,EN,0,0,None,95,29,3
10049,11/14/16,company02813,job0003428,US,FL,Sunny Isles Beach,4.7,29,NA,receptionist,admin,1065,168,NA,22800,,EN,0,0,None,96,8,2
10050,11/15/16,company02813,job0003428,US,FL,Sunny Isles Beach,4.7,29,NA,receptionist,admin,1065,168,NA,22800,,EN,0,0,None,97,29,3
10051,11/16/16,company02813,job0003428,US,FL,Sunny Isles Beach,4.7,29,NA,receptionist,admin,1065,168,NA,22800,,EN,0,0,None,98,15,2
10052,11/17/16,company02813,job0003428,US,FL,Sunny Isles Beach,4.7,29,NA,receptionist,admin,1065,168,NA,22800,,EN,0,0,None,99,9,3
10053,11/2/16,company02816,job0003432,DE,BW,Vaihingen (Stuttgart),3.5,62,COMPUTERS_AND_ELECTRONICS,fachberater,management,948,157,NA,22500,,DE,NA,NA,,84,21,0
10054,11/3/16,company02816,job0003432,DE,BW,Vaihingen (Stuttgart),3.5,62,COMPUTERS_AND_ELECTRONICS,fachberater,management,948,157,NA,22500,,DE,NA,NA,,85,14,0
10055,11/4/16,company02816,job0003432,DE,BW,Vaihingen (Stuttgart),3.5,62,COMPUTERS_AND_ELECTRONICS,fachberater,management,948,157,NA,22500,,DE,NA,NA,,86,22,1
10056,11/5/16,company02816,job0003432,DE,BW,Vaihingen (Stuttgart),3.5,62,COMPUTERS_AND_ELECTRONICS,fachberater,management,948,157,NA,22500,,DE,NA,NA,,87,8,0
10057,11/6/16,company02816,job0003432,DE,BW,Vaihingen (Stuttgart),3.5,62,COMPUTERS_AND_ELECTRONICS,fachberater,management,948,157,NA,22500,,DE,NA,NA,,88,2,0
10058,11/7/16,company02816,job0003432,DE,BW,Vaihingen (Stuttgart),3.5,62,COMPUTERS_AND_ELECTRONICS,fachberater,management,948,157,NA,22500,,DE,NA,NA,,89,13,0
10059,11/8/16,company02816,job0003432,DE,BW,Vaihingen (Stuttgart),3.5,62,COMPUTERS_AND_ELECTRONICS,fachberater,management,948,157,NA,22500,,DE,NA,NA,,90,11,0
10060,11/1/16,company02650,job0003433,US,CA,San Francisco,0,NA,NA,outreach specialist,service,2441,373,NA,33900,,EN,0,0,None,83,17,0
10061,11/2/16,company02650,job0003433,US,CA,San Francisco,0,NA,NA,outreach specialist,service,2441,373,NA,33900,,EN,0,0,None,84,27,27
10062,11/3/16,company02650,job0003433,US,CA,San Francisco,0,NA,NA,outreach specialist,service,2441,373,NA,33900,,EN,0,0,None,85,10,10
10063,11/4/16,company02650,job0003433,US,CA,San Francisco,0,NA,NA,outreach specialist,service,2441,373,NA,33900,,EN,0,0,None,86,10,0
10064,11/5/16,company02650,job0003433,US,CA,San Francisco,0,NA,NA,outreach specialist,service,2441,373,NA,33900,,EN,0,0,None,87,21,0
10065,11/6/16,company02650,job0003433,US,CA,San Francisco,0,NA,NA,outreach specialist,service,2441,373,NA,33900,,EN,0,0,None,88,27,0
10066,11/7/16,company02650,job0003433,US,CA,San Francisco,0,NA,NA,outreach specialist,service,2441,373,NA,33900,,EN,0,0,None,89,14,0
10067,11/8/16,company02650,job0003433,US,CA,San Francisco,0,NA,NA,outreach specialist,service,2441,373,NA,33900,,EN,0,0,None,90,19,2
10068,11/9/16,company02650,job0003433,US,CA,San Francisco,0,NA,NA,outreach specialist,service,2441,373,NA,33900,,EN,0,0,None,91,3,2
10069,11/10/16,company02650,job0003433,US,CA,San Francisco,0,NA,NA,outreach specialist,service,2441,373,NA,33900,,EN,0,0,None,92,13,1
10070,11/11/16,company02650,job0003433,US,CA,San Francisco,0,NA,NA,outreach specialist,service,2441,373,NA,33900,,EN,0,0,None,93,3,0
10071,11/12/16,company02650,job0003433,US,CA,San Francisco,0,NA,NA,outreach specialist,service,2441,373,NA,33900,,EN,0,0,None,94,18,0
10072,11/13/16,company02650,job0003433,US,CA,San Francisco,0,NA,NA,outreach specialist,service,2441,373,NA,33900,,EN,0,0,None,95,13,1
10073,11/14/16,company02650,job0003433,US,CA,San Francisco,0,NA,NA,outreach specialist,service,2441,373,NA,33900,,EN,0,0,None,96,24,3
10074,11/15/16,company02650,job0003433,US,CA,San Francisco,0,NA,NA,outreach specialist,service,2441,373,NA,33900,,EN,0,0,None,97,20,0
10075,11/16/16,company02650,job0003433,US,CA,San Francisco,0,NA,NA,outreach specialist,service,2441,373,NA,33900,,EN,0,0,None,98,17,1
10076,11/17/16,company02650,job0003433,US,CA,San Francisco,0,NA,NA,outreach specialist,service,2441,373,NA,33900,,EN,0,0,None,99,25,3
10077,11/2/16,company02820,job0003437,DE,SH,Lübeck,3.6,43,NA,helfer - glasherstellung -verarbeitung,manufacturing,1488,299,NA,20900,,DE,NA,NA,,84,13,0
10078,11/3/16,company02820,job0003437,DE,SH,Lübeck,3.6,43,NA,helfer - glasherstellung -verarbeitung,manufacturing,1488,299,NA,20900,,DE,NA,NA,,85,3,1
10079,11/4/16,company02820,job0003437,DE,SH,Lübeck,3.6,43,NA,helfer - glasherstellung -verarbeitung,manufacturing,1488,299,NA,20900,,DE,NA,NA,,86,21,3
10080,11/5/16,company02820,job0003437,DE,SH,Lübeck,3.6,43,NA,helfer - glasherstellung -verarbeitung,manufacturing,1488,299,NA,20900,,DE,NA,NA,,87,19,1
10081,11/6/16,company02820,job0003437,DE,SH,Lübeck,3.6,43,NA,helfer - glasherstellung -verarbeitung,manufacturing,1488,299,NA,20900,,DE,NA,NA,,88,15,1
10082,11/7/16,company02820,job0003437,DE,SH,Lübeck,3.6,43,NA,helfer - glasherstellung -verarbeitung,manufacturing,1488,299,NA,20900,,DE,NA,NA,,89,17,1
10083,11/1/16,company02508,job0003439,US,IL,Burr Ridge,0,NA,NA,test technician,install,2342,332,NA,47700,,EN,0,1,Higher Education,83,15,3
10084,11/2/16,company02508,job0003439,US,IL,Burr Ridge,0,NA,NA,test technician,install,2342,332,NA,47700,,EN,0,1,Higher Education,84,15,2
10085,11/3/16,company02508,job0003439,US,IL,Burr Ridge,0,NA,NA,test technician,install,2342,332,NA,47700,,EN,0,1,Higher Education,85,26,1
10086,11/4/16,company02508,job0003439,US,IL,Burr Ridge,0,NA,NA,test technician,install,2342,332,NA,47700,,EN,0,1,Higher Education,86,27,0
10087,11/5/16,company02508,job0003439,US,IL,Burr Ridge,0,NA,NA,test technician,install,2342,332,NA,47700,,EN,0,1,Higher Education,87,22,0
10088,11/6/16,company02508,job0003439,US,IL,Burr Ridge,0,NA,NA,test technician,install,2342,332,NA,47700,,EN,0,1,Higher Education,88,4,0
10089,11/7/16,company02508,job0003439,US,IL,Burr Ridge,0,NA,NA,test technician,install,2342,332,NA,47700,,EN,0,1,Higher Education,89,4,1
10090,11/8/16,company02508,job0003439,US,IL,Burr Ridge,0,NA,NA,test technician,install,2342,332,NA,47700,,EN,0,1,Higher Education,90,29,0
10091,11/9/16,company02508,job0003439,US,IL,Burr Ridge,0,NA,NA,test technician,install,2342,332,NA,47700,,EN,0,1,Higher Education,91,22,2
10092,11/10/16,company02508,job0003439,US,IL,Burr Ridge,0,NA,NA,test technician,install,2342,332,NA,47700,,EN,0,1,Higher Education,92,19,0
10093,11/11/16,company02508,job0003439,US,IL,Burr Ridge,0,NA,NA,test technician,install,2342,332,NA,47700,,EN,0,1,Higher Education,93,5,0
10094,11/12/16,company02508,job0003439,US,IL,Burr Ridge,0,NA,NA,test technician,install,2342,332,NA,47700,,EN,0,1,Higher Education,94,23,0
10095,11/13/16,company02508,job0003439,US,IL,Burr Ridge,0,NA,NA,test technician,install,2342,332,NA,47700,,EN,0,1,Higher Education,95,6,3
10096,11/14/16,company02508,job0003439,US,IL,Burr Ridge,0,NA,NA,test technician,install,2342,332,NA,47700,,EN,0,1,Higher Education,96,8,2
10097,11/15/16,company02508,job0003439,US,IL,Burr Ridge,0,NA,NA,test technician,install,2342,332,NA,47700,,EN,0,1,Higher Education,97,28,0
10098,11/16/16,company02508,job0003439,US,IL,Burr Ridge,0,NA,NA,test technician,install,2342,332,NA,47700,,EN,0,1,Higher Education,98,20,2
10099,11/17/16,company02508,job0003439,US,IL,Burr Ridge,0,NA,NA,test technician,install,2342,332,NA,47700,,EN,0,1,Higher Education,99,24,1
10100,11/1/16,company02823,job0003443,US,IN,Indianapolis,4,26,RETAIL,hair stylist,personal,2106,309,2,33900,,EN,0,0,High School,83,16,16
10101,11/2/16,company02823,job0003443,US,IN,Indianapolis,4,26,RETAIL,hair stylist,personal,2106,309,2,33900,,EN,0,0,High School,84,24,0
10102,11/3/16,company02823,job0003443,US,IN,Indianapolis,4,26,RETAIL,hair stylist,personal,2106,309,2,33900,,EN,0,0,High School,85,19,0
10103,11/4/16,company02823,job0003443,US,IN,Indianapolis,4,26,RETAIL,hair stylist,personal,2106,309,2,33900,,EN,0,0,High School,86,17,0
10104,11/5/16,company02823,job0003443,US,IN,Indianapolis,4,26,RETAIL,hair stylist,personal,2106,309,2,33900,,EN,0,0,High School,87,22,0
10105,11/6/16,company02823,job0003443,US,IN,Indianapolis,4,26,RETAIL,hair stylist,personal,2106,309,2,33900,,EN,0,0,High School,88,1,0
10106,11/7/16,company02823,job0003443,US,IN,Indianapolis,4,26,RETAIL,hair stylist,personal,2106,309,2,33900,,EN,0,0,High School,89,10,0
10107,11/8/16,company02823,job0003443,US,IN,Indianapolis,4,26,RETAIL,hair stylist,personal,2106,309,2,33900,,EN,0,0,High School,90,14,0
10108,11/9/16,company02823,job0003443,US,IN,Indianapolis,4,26,RETAIL,hair stylist,personal,2106,309,2,33900,,EN,0,0,High School,91,13,0
10109,11/10/16,company02823,job0003443,US,IN,Indianapolis,4,26,RETAIL,hair stylist,personal,2106,309,2,33900,,EN,0,0,High School,92,13,0
10110,11/11/16,company02823,job0003443,US,IN,Indianapolis,4,26,RETAIL,hair stylist,personal,2106,309,2,33900,,EN,0,0,High School,93,0,0
10111,11/12/16,company02823,job0003443,US,IN,Indianapolis,4,26,RETAIL,hair stylist,personal,2106,309,2,33900,,EN,0,0,High School,94,20,0
10112,11/13/16,company02823,job0003443,US,IN,Indianapolis,4,26,RETAIL,hair stylist,personal,2106,309,2,33900,,EN,0,0,High School,95,20,0
10113,11/14/16,company02823,job0003443,US,IN,Indianapolis,4,26,RETAIL,hair stylist,personal,2106,309,2,33900,,EN,0,0,High School,96,12,0
10114,11/15/16,company02823,job0003443,US,IN,Indianapolis,4,26,RETAIL,hair stylist,personal,2106,309,2,33900,,EN,0,0,High School,97,15,1
10115,11/3/16,company02824,job0003444,US,VA,Newport News,4.3,55,NA,licensed practical nurse,mednurse,3371,574,NA,54900,,EN,1,1,None,85,27,2
10116,11/4/16,company02824,job0003444,US,VA,Newport News,4.3,55,NA,licensed practical nurse,mednurse,3371,574,NA,54900,,EN,1,1,None,86,19,0
10117,11/5/16,company02824,job0003444,US,VA,Newport News,4.3,55,NA,licensed practical nurse,mednurse,3371,574,NA,54900,,EN,1,1,None,87,5,2
10118,11/1/16,company02825,job0003445,US,VA,Roanoke,3.1,140,NA,resident counselor,service,1258,175,4,25100,,EN,0,1,High School,83,16,7
10119,11/2/16,company02825,job0003445,US,VA,Roanoke,3.1,140,NA,resident counselor,service,1258,175,4,25100,,EN,0,1,High School,84,26,14
10120,11/3/16,company02825,job0003445,US,VA,Roanoke,3.1,140,NA,resident counselor,service,1258,175,4,25100,,EN,0,1,High School,85,10,9
10121,11/4/16,company02825,job0003445,US,VA,Roanoke,3.1,140,NA,resident counselor,service,1258,175,4,25100,,EN,0,1,High School,86,29,1
10122,11/5/16,company02825,job0003445,US,VA,Roanoke,3.1,140,NA,resident counselor,service,1258,175,4,25100,,EN,0,1,High School,87,21,3
10123,11/6/16,company02825,job0003445,US,VA,Roanoke,3.1,140,NA,resident counselor,service,1258,175,4,25100,,EN,0,1,High School,88,30,26
10124,11/7/16,company02825,job0003445,US,VA,Roanoke,3.1,140,NA,resident counselor,service,1258,175,4,25100,,EN,0,1,High School,89,15,8
10125,11/8/16,company02825,job0003445,US,VA,Roanoke,3.1,140,NA,resident counselor,service,1258,175,4,25100,,EN,0,1,High School,90,19,19
10126,11/9/16,company02825,job0003445,US,VA,Roanoke,3.1,140,NA,resident counselor,service,1258,175,4,25100,,EN,0,1,High School,91,34,18
10127,11/10/16,company02825,job0003445,US,VA,Roanoke,3.1,140,NA,resident counselor,service,1258,175,4,25100,,EN,0,1,High School,92,24,7
10128,11/11/16,company02825,job0003445,US,VA,Roanoke,3.1,140,NA,resident counselor,service,1258,175,4,25100,,EN,0,1,High School,93,19,8
10129,11/12/16,company02825,job0003445,US,VA,Roanoke,3.1,140,NA,resident counselor,service,1258,175,4,25100,,EN,0,1,High School,94,15,0
10130,11/13/16,company02825,job0003445,US,VA,Roanoke,3.1,140,NA,resident counselor,service,1258,175,4,25100,,EN,0,1,High School,95,15,12
10131,11/14/16,company02825,job0003445,US,VA,Roanoke,3.1,140,NA,resident counselor,service,1258,175,4,25100,,EN,0,1,High School,96,39,5
10132,11/15/16,company02825,job0003445,US,VA,Roanoke,3.1,140,NA,resident counselor,service,1258,175,4,25100,,EN,0,1,High School,97,9,9
10133,11/16/16,company02825,job0003445,US,VA,Roanoke,3.1,140,NA,resident counselor,service,1258,175,4,25100,,EN,0,1,High School,98,31,12
10134,11/17/16,company02825,job0003445,US,VA,Roanoke,3.1,140,NA,resident counselor,service,1258,175,4,25100,,EN,0,1,High School,99,20,3
10135,11/3/16,company02827,job0003447,CA,ON,Toronto,0,NA,NA,senior payroll manager,accounting,920,217,5,59600,CAD,EN,1,0,None,85,20,1
10136,11/4/16,company02827,job0003447,CA,ON,Toronto,0,NA,NA,senior payroll manager,accounting,920,217,5,59600,CAD,EN,1,0,None,86,19,0
10137,11/5/16,company02827,job0003447,CA,ON,Toronto,0,NA,NA,senior payroll manager,accounting,920,217,5,59600,CAD,EN,1,0,None,87,28,1
10138,11/6/16,company02827,job0003447,CA,ON,Toronto,0,NA,NA,senior payroll manager,accounting,920,217,5,59600,CAD,EN,1,0,None,88,19,0
10139,11/7/16,company02827,job0003447,CA,ON,Toronto,0,NA,NA,senior payroll manager,accounting,920,217,5,59600,CAD,EN,1,0,None,89,13,0
10140,11/8/16,company02827,job0003447,CA,ON,Toronto,0,NA,NA,senior payroll manager,accounting,920,217,5,59600,CAD,EN,1,0,None,90,25,0
10141,11/9/16,company02827,job0003447,CA,ON,Toronto,0,NA,NA,senior payroll manager,accounting,920,217,5,59600,CAD,EN,1,0,None,91,6,0
10142,11/10/16,company02827,job0003447,CA,ON,Toronto,0,NA,NA,senior payroll manager,accounting,920,217,5,59600,CAD,EN,1,0,None,92,24,0
10143,11/11/16,company02827,job0003447,CA,ON,Toronto,0,NA,NA,senior payroll manager,accounting,920,217,5,59600,CAD,EN,1,0,None,93,5,0
10144,11/12/16,company02827,job0003447,CA,ON,Toronto,0,NA,NA,senior payroll manager,accounting,920,217,5,59600,CAD,EN,1,0,None,94,3,0
10145,11/13/16,company02827,job0003447,CA,ON,Toronto,0,NA,NA,senior payroll manager,accounting,920,217,5,59600,CAD,EN,1,0,None,95,18,0
10146,11/14/16,company02827,job0003447,CA,ON,Toronto,0,NA,NA,senior payroll manager,accounting,920,217,5,59600,CAD,EN,1,0,None,96,25,0
10147,11/15/16,company02827,job0003447,CA,ON,Toronto,0,NA,NA,senior payroll manager,accounting,920,217,5,59600,CAD,EN,1,0,None,97,26,0
10148,11/16/16,company02827,job0003447,CA,ON,Toronto,0,NA,NA,senior payroll manager,accounting,920,217,5,59600,CAD,EN,1,0,None,98,20,1
10149,11/17/16,company02827,job0003447,CA,ON,Toronto,0,NA,NA,senior payroll manager,accounting,920,217,5,59600,CAD,EN,1,0,None,99,17,5
10150,11/6/16,company02829,job0003450,DE,HE,Frankfurt am Main,0,NA,NA,NA,,1486,220,6,29100,,DE,NA,NA,,88,4,3
10151,11/7/16,company02829,job0003450,DE,HE,Frankfurt am Main,0,NA,NA,NA,,1486,220,6,29100,,DE,NA,NA,,89,16,0
10152,11/2/16,company02829,job0003451,DE,BY,Erlangen,0,NA,NA,mediengestalter,arts,1328,244,NA,25700,,DE,NA,NA,,84,9,3
10153,11/3/16,company02829,job0003451,DE,BY,Erlangen,0,NA,NA,mediengestalter,arts,1328,244,NA,25700,,DE,NA,NA,,85,20,3
10154,11/4/16,company02829,job0003451,DE,BY,Erlangen,0,NA,NA,mediengestalter,arts,1328,244,NA,25700,,DE,NA,NA,,86,26,2
10155,11/5/16,company02829,job0003451,DE,BY,Erlangen,0,NA,NA,mediengestalter,arts,1328,244,NA,25700,,DE,NA,NA,,87,16,0
10156,11/6/16,company02829,job0003451,DE,BY,Erlangen,0,NA,NA,mediengestalter,arts,1328,244,NA,25700,,DE,NA,NA,,88,2,0
10157,11/7/16,company02829,job0003451,DE,BY,Erlangen,0,NA,NA,mediengestalter,arts,1328,244,NA,25700,,DE,NA,NA,,89,25,0
10158,11/8/16,company02829,job0003451,DE,BY,Erlangen,0,NA,NA,mediengestalter,arts,1328,244,NA,25700,,DE,NA,NA,,90,25,0
10159,11/9/16,company02829,job0003451,DE,BY,Erlangen,0,NA,NA,mediengestalter,arts,1328,244,NA,25700,,DE,NA,NA,,91,26,1
10160,11/10/16,company02829,job0003451,DE,BY,Erlangen,0,NA,NA,mediengestalter,arts,1328,244,NA,25700,,DE,NA,NA,,92,24,0
10161,11/11/16,company02829,job0003451,DE,BY,Erlangen,0,NA,NA,mediengestalter,arts,1328,244,NA,25700,,DE,NA,NA,,93,8,1
10162,11/12/16,company02829,job0003451,DE,BY,Erlangen,0,NA,NA,mediengestalter,arts,1328,244,NA,25700,,DE,NA,NA,,94,14,2
10163,11/13/16,company02829,job0003451,DE,BY,Erlangen,0,NA,NA,mediengestalter,arts,1328,244,NA,25700,,DE,NA,NA,,95,15,0
10164,11/14/16,company02829,job0003451,DE,BY,Erlangen,0,NA,NA,mediengestalter,arts,1328,244,NA,25700,,DE,NA,NA,,96,16,2
10165,11/15/16,company02829,job0003451,DE,BY,Erlangen,0,NA,NA,mediengestalter,arts,1328,244,NA,25700,,DE,NA,NA,,97,22,2
10166,11/16/16,company02829,job0003451,DE,BY,Erlangen,0,NA,NA,mediengestalter,arts,1328,244,NA,25700,,DE,NA,NA,,98,29,3
10167,11/17/16,company02829,job0003451,DE,BY,Erlangen,0,NA,NA,mediengestalter,arts,1328,244,NA,25700,,DE,NA,NA,,99,29,1
10168,11/2/16,company02832,job0003454,DE,BW,Markdorf,0,NA,NA,konstruktionsingenieur,arch,1000,121,NA,31900,,DE,NA,NA,,84,13,2
10169,11/3/16,company02832,job0003454,DE,BW,Markdorf,0,NA,NA,konstruktionsingenieur,arch,1000,121,NA,31900,,DE,NA,NA,,85,17,0
10170,11/4/16,company02832,job0003454,DE,BW,Markdorf,0,NA,NA,konstruktionsingenieur,arch,1000,121,NA,31900,,DE,NA,NA,,86,0,0
10171,11/5/16,company02832,job0003454,DE,BW,Markdorf,0,NA,NA,konstruktionsingenieur,arch,1000,121,NA,31900,,DE,NA,NA,,87,19,0
10172,11/6/16,company02832,job0003454,DE,BW,Markdorf,0,NA,NA,konstruktionsingenieur,arch,1000,121,NA,31900,,DE,NA,NA,,88,22,0
10173,11/7/16,company02832,job0003454,DE,BW,Markdorf,0,NA,NA,konstruktionsingenieur,arch,1000,121,NA,31900,,DE,NA,NA,,89,3,3
10174,11/8/16,company02832,job0003454,DE,BW,Markdorf,0,NA,NA,konstruktionsingenieur,arch,1000,121,NA,31900,,DE,NA,NA,,90,27,2
10175,11/9/16,company02832,job0003454,DE,BW,Markdorf,0,NA,NA,konstruktionsingenieur,arch,1000,121,NA,31900,,DE,NA,NA,,91,11,1
