,date,companyId,jobId,country,stateProvince,city,avgOverallRating,numReviews,industry,normTitle,normTitleCategory,descriptionCharacterLength,descriptionWordCount,experienceRequired,estimatedSalary,salaryCurrency,jobLanguage,supervisingJob,licenseRequiredJob,educationRequirements,jobAgeDays,clicks,localClicks
27,11/2/16,company00038,job0000039,US,TX,Conroe,0,NA,NA,technician,install,783,201,NA,21400,,EN,0,0,High School,100,29,2
28,11/1/16,company00039,job0000040,US,CA,Mecca,0,NA,NA,registered nurse,mednurse,1203,226,NA,43100,,EN,0,1,None,99,22,1
29,11/2/16,company00039,job0000040,US,CA,Mecca,0,NA,NA,registered nurse,mednurse,1203,226,NA,43100,,EN,0,1,None,100,6,3
30,11/2/16,company00041,job0000043,US,CA,Burlingame,0,NA,NA,call center representative,customer,2538,415,NA,28500,,EN,0,0,None,99,9,3
31,11/1/16,company00043,job0000045,US,CO,Westminster,3.6,43,BANKS_AND_FINANCIAL_SERVICES,loan coordinator,finance,2668,375,NA,27300,,EN,0,0,High School,99,21,1
32,11/2/16,company00043,job0000045,US,CO,Westminster,3.6,43,BANKS_AND_FINANCIAL_SERVICES,loan coordinator,finance,2668,375,NA,27300,,EN,0,0,High School,100,25,1
33,11/1/16,company00044,job0000046,US,FL,Tampa,3.4,75,NA,environmental specialist,science,1808,295,2,29200,,EN,0,0,High School,98,21,11
34,11/2/16,company00044,job0000046,US,FL,Tampa,3.4,75,NA,environmental specialist,science,1808,295,2,29200,,EN,0,0,High School,99,9,1
35,11/1/16,company00045,job0000047,US,IN,Michigan City,0,NA,NA,housekeeper,sanitation,1861,274,NA,16100,USD,EN,0,0,High School,99,13,8
36,11/1/16,company00046,job0000048,US,NJ,Pennington,0,NA,NA,school teacher,education,399,58,NA,23900,USD,EN,0,0,High School,99,12,9
37,11/1/16,company00050,job0000052,US,KY,Lexington,0,NA,NA,senior area manager,management,1181,196,NA,22800,,EN,0,1,High School,99,32,22
38,11/2/16,company00050,job0000052,US,KY,Lexington,0,NA,NA,senior area manager,management,1181,196,NA,22800,,EN,0,1,High School,100,20,11
39,11/1/16,company00051,job0000053,US,PA,Philadelphia,0,NA,NA,program manager,project,4167,616,5,117100,,EN,1,0,Higher Education,99,6,4
40,11/1/16,company00053,job0000055,US,MO,California,0,NA,NA,NA,NA,458,92,NA,30200,,EN,0,0,High School,99,10,2
41,11/1/16,company00054,job0000056,CA,ON,Toronto,0,NA,NA,regulatory affairs manager,legal,4071,654,5,91900,,EN,1,0,Higher Education,98,10,2
42,11/1/16,company00057,job0000059,US,GA,Augusta,5,47,NA,marketing coordinator,marketing,1866,302,0,31200,,EN,0,0,Higher Education,99,23,12
43,11/2/16,company00059,job0000061,CA,AB,Calgary,3.6,94,NA,janitor,sanitation,2194,369,NA,31400,CAD,EN,0,0,None,99,8,3
44,11/1/16,company00061,job0000063,US,KS,,4.1,112,NA,district manager,management,3206,503,2,42200,,EN,1,1,Higher Education,98,17,0
45,11/2/16,company00061,job0000063,US,KS,,4.1,112,NA,district manager,management,3206,503,2,42200,,EN,1,1,Higher Education,99,15,3
46,11/1/16,company00063,job0000065,US,PA,Pittsburgh,0,NA,NA,marketing intern,marketing,1261,202,NA,37000,,EN,0,0,None,99,11,11
47,11/2/16,company00063,job0000065,US,PA,Pittsburgh,0,NA,NA,marketing intern,marketing,1261,202,NA,37000,,EN,0,0,None,100,27,3
48,11/1/16,company00065,job0000067,US,IL,Lake Zurich,0,NA,NA,dental assistant,meddental,1280,181,NA,48200,,EN,0,0,High School,98,27,2
49,11/2/16,company00065,job0000067,US,IL,Lake Zurich,0,NA,NA,dental assistant,meddental,1280,181,NA,48200,,EN,0,0,High School,99,10,0
50,11/2/16,company00067,job0000069,US,NY,Mastic,0,NA,NA,video editor,media,1476,232,NA,36400,USD,EN,0,1,None,99,27,0
51,11/1/16,company00069,job0000071,US,CA,San Francisco,3.9,25,NA,regional vice president,management,6352,936,7,119800,,EN,1,0,Higher Education,98,27,1
52,11/2/16,company00069,job0000071,US,CA,San Francisco,3.9,25,NA,regional vice president,management,6352,936,7,119800,,EN,1,0,Higher Education,99,25,2
53,11/1/16,company00070,job0000072,US,OR,Hermiston,0,NA,NA,engineering manager,engid,3836,511,2,112600,,EN,1,0,Higher Education,99,15,0
54,11/1/16,company00072,job0000074,US,MO,St. Louis,3.2,23,NA,social worker,service,1712,258,NA,42200,,EN,0,0,Higher Education,99,32,1
55,11/2/16,company00072,job0000074,US,MO,St. Louis,3.2,23,NA,social worker,service,1712,258,NA,42200,,EN,0,0,Higher Education,100,27,3
56,11/1/16,company00074,job0000076,US,VA,Richmond,0,NA,NA,maintenance technician,install,1328,218,NA,29900,USD,EN,0,0,None,99,64,19
57,11/2/16,company00074,job0000076,US,VA,Richmond,0,NA,NA,maintenance technician,install,1328,218,NA,29900,USD,EN,0,0,None,100,66,19
58,11/1/16,company00075,job0000077,US,NY,Tonawanda,3.6,54,NA,baker,food,447,98,NA,22100,USD,EN,0,0,High School,99,27,0
59,11/2/16,company00075,job0000077,US,NY,Tonawanda,3.6,54,NA,baker,food,447,98,NA,22100,USD,EN,0,0,High School,100,5,2
60,11/2/16,company00077,job0000079,DE,BY,Zandt,0,NA,NA,project manager,management,2017,274,NA,40100,,DE,NA,NA,,99,14,0
61,11/1/16,company00078,job0000081,US,NY,Brooklyn,3.3,817,RETAIL,NA,NA,2757,400,1,37900,,EN,1,0,None,98,10,10
62,11/2/16,company00082,job0000086,US,PA,Chambersburg,0,NA,NA,customer service representative,customer,1124,200,2,36500,USD,EN,0,0,None,99,22,22
63,11/2/16,company00083,job0000087,US,WY,Cody,0,NA,NA,cleaner,sanitation,1702,328,NA,18500,USD,EN,0,0,High School,99,11,0
64,11/1/16,company00084,job0000088,US,MN,Minneapolis-Saint Paul,0,NA,NA,driving instructor,education,2019,399,5,27300,USD,EN,0,1,High School,98,40,3
65,11/2/16,company00084,job0000088,US,MN,Minneapolis-Saint Paul,0,NA,NA,driving instructor,education,2019,399,5,27300,USD,EN,0,1,High School,99,30,3
66,11/1/16,company00085,job0000089,US,MO,O'Fallon,3.9,100,CONSULTING_AND_BUSINESS_SERVICES,network engineer,techhelp,2645,424,2,85500,,EN,0,0,Higher Education,98,23,3
67,11/1/16,company00086,job0000090,CA,ON,Brampton,0,NA,NA,senior program manager,project,6100,956,10,107100,,EN,1,1,Higher Education,98,4,3
68,11/1/16,company00088,job0000092,US,FL,Brooksville,0,NA,NA,retention specialist,sales,1092,168,NA,42000,,EN,1,1,Higher Education,98,4,3
69,11/2/16,company00088,job0000092,US,FL,Brooksville,0,NA,NA,retention specialist,sales,1092,168,NA,42000,,EN,1,1,Higher Education,99,19,1
70,11/1/16,company00090,job0000094,US,IA,Bettendorf,3.7,65,NA,receptionist,admin,2534,421,1,32100,,EN,0,0,High School,99,44,7
71,11/2/16,company00090,job0000094,US,IA,Bettendorf,3.7,65,NA,receptionist,admin,2534,421,1,32100,,EN,0,0,High School,100,29,10
72,11/2/16,company00099,job0000103,US,IL,Ottawa,3.3,198,HEALTH_CARE,advanced practice registered nurse,mednurse,800,136,NA,67900,,EN,0,1,Higher Education,99,9,6
73,11/2/16,company00100,job0000104,US,SD,Aberdeen,3.6,257,HEALTH_CARE,family medicine physician,meddr,3484,588,NA,52300,,EN,0,1,None,99,5,5
74,11/2/16,company00101,job0000106,US,OH,Rocky River,4,14,NA,bartender,food,667,150,NA,18700,,EN,0,0,None,99,14,14
75,11/2/16,company00101,job0000107,US,IL,Springfield,4,14,NA,bartender,food,704,158,NA,18400,,EN,0,0,None,99,6,3
76,11/2/16,company00101,job0000109,US,PA,Altoona,4,14,NA,server,food,638,142,NA,20300,,EN,0,0,None,99,27,0
77,11/2/16,company00101,job0000111,US,FL,West Palm Beach,4,14,NA,server,food,671,99,NA,20500,,EN,0,0,None,99,19,3
78,11/1/16,company00102,job0000112,US,VA,Virginia Beach,3,2,NA,administrative assistant,admin,1834,281,3,33800,,EN,0,0,None,98,28,14
79,11/1/16,company00103,job0000113,US,FL,Fort Lauderdale,3.5,8,NA,instructor,education,1216,261,3,41200,,EN,0,1,Higher Education,98,25,11
80,11/2/16,company00106,job0000116,US,CO,Cañon City,0,NA,NA,pharmacy technician,pharmacy,2434,377,NA,40300,,EN,0,1,High School,99,16,2
81,11/1/16,company00107,job0000117,CA,AB,Calgary,4,21,NA,foreman,management,3222,471,5,75800,,EN,0,1,High School,98,13,2
82,11/2/16,company00107,job0000117,CA,AB,Calgary,4,21,NA,foreman,management,3222,471,5,75800,,EN,0,1,High School,99,28,3
83,11/1/16,company00112,job0000122,DE,BY,Fürth,0,NA,NA,laborant,medtech,717,94,NA,23400,,DE,NA,NA,,98,23,9
84,11/2/16,company00112,job0000122,DE,BY,Fürth,0,NA,NA,laborant,medtech,717,94,NA,23400,,DE,NA,NA,,99,24,0
85,11/3/16,company00112,job0000122,DE,BY,Fürth,0,NA,NA,laborant,medtech,717,94,NA,23400,,DE,NA,NA,,100,9,3
86,11/1/16,company00113,job0000124,US,CA,Vacaville,3.4,54,NA,dock worker,warehouse,1063,254,NA,39000,,EN,0,1,None,98,2,0
87,11/2/16,company00113,job0000124,US,CA,Vacaville,3.4,54,NA,dock worker,warehouse,1063,254,NA,39000,,EN,0,1,None,99,3,0
88,11/3/16,company00113,job0000124,US,CA,Vacaville,3.4,54,NA,dock worker,warehouse,1063,254,NA,39000,,EN,0,1,None,100,15,0
89,11/1/16,company00116,job0000127,DE,BY,München,0,NA,NA,produktmanager,management,1033,234,NA,40600,,DE,NA,NA,,98,27,1
90,11/1/16,company00117,job0000128,DE,BY,Regensburg,0,NA,NA,kundenbetreuer,sales,5650,868,NA,25900,,DE,NA,NA,,98,12,0
91,11/2/16,company00117,job0000128,DE,BY,Regensburg,0,NA,NA,kundenbetreuer,sales,5650,868,NA,25900,,DE,NA,NA,,99,16,1
92,11/1/16,company00118,job0000129,US,NC,Shallotte,0,NA,NA,security officer,protective,3921,607,NA,19000,,EN,0,1,High School,98,8,2
93,11/2/16,company00118,job0000129,US,NC,Shallotte,0,NA,NA,security officer,protective,3921,607,NA,19000,,EN,0,1,High School,99,27,3
94,11/3/16,company00120,job0000131,US,VA,Brambleton,3.8,2,NA,produce clerk,food,3808,557,0,19700,,EN,0,0,High School,99,8,1
95,11/1/16,company00121,job0000133,US,TN,Johnson City,3.5,50,AGRICULTURE_AND_EXTRACTION,machine operator,manufacturing,4065,626,NA,27700,,EN,0,0,None,98,16,7
96,11/2/16,company00121,job0000133,US,TN,Johnson City,3.5,50,AGRICULTURE_AND_EXTRACTION,machine operator,manufacturing,4065,626,NA,27700,,EN,0,0,None,99,5,4
97,11/1/16,company00123,job0000135,US,OH,Cincinnati,0,NA,NA,lead teacher,education,855,144,2,28500,,EN,0,0,High School,97,24,24
98,11/2/16,company00124,job0000136,CA,ON,Greater Toronto Area,3.6,108,NA,fitness manager,sports,1623,291,NA,43400,,EN,1,0,None,99,12,2
99,11/3/16,company00124,job0000136,CA,ON,Greater Toronto Area,3.6,108,NA,fitness manager,sports,1623,291,NA,43400,,EN,1,0,None,100,4,0
100,11/3/16,company00125,job0000137,US,MA,Quincy,3.6,22,NA,education coordinator,service,1976,356,NA,33600,,EN,0,0,Higher Education,99,23,2
101,11/1/16,company00132,job0000144,US,NY,New York,4.4,1912,GOVERNMENT,NA,NA,2018,297,NA,55800,,EN,0,0,None,98,15,2
102,11/2/16,company00132,job0000144,US,NY,New York,4.4,1912,GOVERNMENT,NA,NA,2018,297,NA,55800,,EN,0,0,None,99,10,10
103,11/3/16,company00132,job0000144,US,NY,New York,4.4,1912,GOVERNMENT,NA,NA,2018,297,NA,55800,,EN,0,0,None,100,7,7
104,11/2/16,company00131,job0000146,US,CA,Glendale,0,NA,HUMAN_RESOURCES_AND_STAFFING,mechanical engineer,engmech,2319,362,1,66900,,EN,0,0,Higher Education,98,19,0
105,11/1/16,company00135,job0000148,US,CA,San Francisco,0,NA,NA,designer,arts,1521,286,NA,46400,,EN,0,0,Higher Education,98,30,7
106,11/2/16,company00135,job0000148,US,CA,San Francisco,0,NA,NA,designer,arts,1521,286,NA,46400,,EN,0,0,Higher Education,99,25,25
107,11/1/16,company00137,job0000150,US,VA,Woodbridge,3.9,148,EDUCATION_AND_SCHOOLS,site director,hr,3967,629,2,28900,USD,EN,1,0,Higher Education,98,56,11
108,11/2/16,company00137,job0000150,US,VA,Woodbridge,3.9,148,EDUCATION_AND_SCHOOLS,site director,hr,3967,629,2,28900,USD,EN,1,0,Higher Education,99,22,6
109,11/3/16,company00137,job0000150,US,VA,Woodbridge,3.9,148,EDUCATION_AND_SCHOOLS,site director,hr,3967,629,2,28900,USD,EN,1,0,Higher Education,100,19,10
110,11/2/16,company00140,job0000153,US,PA,Harrisburg,0,NA,NA,americorps member,service,3030,501,NA,25200,,EN,0,1,High School,99,33,11
111,11/1/16,company00142,job0000155,US,NY,Calverton,0,NA,NA,pest control technician,service,1329,240,NA,25200,USD,EN,0,1,High School,98,10,2
112,11/2/16,company00142,job0000155,US,NY,Calverton,0,NA,NA,pest control technician,service,1329,240,NA,25200,USD,EN,0,1,High School,99,26,0
113,11/1/16,company00148,job0000161,US,NY,New York,0,NA,NA,model maker,manufacturing,923,158,NA,56600,,EN,0,0,None,98,26,0
114,11/2/16,company00148,job0000161,US,NY,New York,0,NA,NA,model maker,manufacturing,923,158,NA,56600,,EN,0,0,None,99,11,5
115,11/3/16,company00151,job0000164,CA,ON,Scarborough,0,NA,NA,production assistant,admin,1578,265,NA,31400,CAD,EN,0,0,High School,99,10,2
116,11/1/16,company00154,job0000167,US,ME,Bangor,3.8,34,NA,support specialist,customer,768,163,NA,23200,USD,EN,0,0,High School,98,22,22
117,11/2/16,company00154,job0000167,US,ME,Bangor,3.8,34,NA,support specialist,customer,768,163,NA,23200,USD,EN,0,0,High School,99,23,0
118,11/3/16,company00154,job0000167,US,ME,Bangor,3.8,34,NA,support specialist,customer,768,163,NA,23200,USD,EN,0,0,High School,100,28,1
119,11/1/16,company00157,job0000170,US,MA,Fall River,4.3,85,NA,adjunct faculty,education,1731,289,NA,51000,,EN,0,1,Higher Education,98,17,2
120,11/2/16,company00157,job0000170,US,MA,Fall River,4.3,85,NA,adjunct faculty,education,1731,289,NA,51000,,EN,0,1,Higher Education,99,16,3
121,11/1/16,company00159,job0000172,US,FL,Orlando,4.1,21,NA,registered nurse - pacu,mednurse,8278,1220,NA,60700,,EN,0,1,Higher Education,98,23,13
122,11/2/16,company00159,job0000172,US,FL,Orlando,4.1,21,NA,registered nurse - pacu,mednurse,8278,1220,NA,60700,,EN,0,1,Higher Education,99,23,23
123,11/1/16,company00160,job0000173,DE,BW,Stuttgart,3,40,NA,NA,NA,2087,285,NA,33400,,DE,NA,NA,,97,11,1
124,11/2/16,company00160,job0000173,DE,BW,Stuttgart,3,40,NA,NA,NA,2087,285,NA,33400,,DE,NA,NA,,98,24,24
125,11/2/16,company00161,job0000174,US,RI,Providence,0,NA,NA,supervisor,management,922,206,5,93800,,EN,0,0,Higher Education,98,8,2
126,11/2/16,company00162,job0000175,US,NV,Las Vegas,0,NA,NA,tool maker,manufacturing,2190,321,5,59500,,EN,0,0,High School,99,25,3
127,11/3/16,company00163,job0000176,US,CA,Woodland Hills,3.9,37,NA,senior network engineer,techhelp,2276,346,4,84200,,EN,0,0,Higher Education,99,5,1
128,11/1/16,company00164,job0000177,US,NY,Patchogue,0,NA,NA,veterinary assistant,veterinary,545,141,NA,27900,,EN,0,0,High School,98,36,3
129,11/2/16,company00164,job0000177,US,NY,Patchogue,0,NA,NA,veterinary assistant,veterinary,545,141,NA,27900,,EN,0,0,High School,99,7,3
130,11/3/16,company00164,job0000177,US,NY,Patchogue,0,NA,NA,veterinary assistant,veterinary,545,141,NA,27900,,EN,0,0,High School,100,17,1
131,11/1/16,company00169,job0000182,US,PA,Reading,0,NA,NA,operations manager,management,1487,238,NA,71900,,EN,1,0,Higher Education,98,2,2
132,11/2/16,company00169,job0000182,US,PA,Reading,0,NA,NA,operations manager,management,1487,238,NA,71900,,EN,1,0,Higher Education,99,20,2
133,11/3/16,company00169,job0000182,US,PA,Reading,0,NA,NA,operations manager,management,1487,238,NA,71900,,EN,1,0,Higher Education,100,18,0
134,11/2/16,company00171,job0000184,US,UT,Hurricane,0,NA,NA,kitchen team member,food,737,137,NA,18400,USD,EN,0,0,High School,99,18,3
135,11/3/16,company00171,job0000184,US,UT,Hurricane,0,NA,NA,kitchen team member,food,737,137,NA,18400,USD,EN,0,0,High School,100,12,0
136,11/2/16,company00177,job0000191,US,NY,Patterson,0,NA,NA,carpenter,construction,699,153,2,32700,,EN,0,0,None,99,40,3
137,11/3/16,company00177,job0000191,US,NY,Patterson,0,NA,NA,carpenter,construction,699,153,2,32700,,EN,0,0,None,100,29,3
138,11/1/16,company00180,job0000194,US,MD,Baltimore,2.7,46,NA,physician assistant,meddr,932,166,NA,66500,USD,EN,0,1,None,98,29,3
139,11/2/16,company00180,job0000194,US,MD,Baltimore,2.7,46,NA,physician assistant,meddr,932,166,NA,66500,USD,EN,0,1,None,99,12,3
140,11/3/16,company00180,job0000194,US,MD,Baltimore,2.7,46,NA,physician assistant,meddr,932,166,NA,66500,USD,EN,0,1,None,100,25,6
141,11/1/16,company00181,job0000195,US,NY,Brooklyn,0,NA,NA,pharmacy technician,pharmacy,4047,580,NA,30700,,EN,0,0,None,98,21,7
142,11/2/16,company00181,job0000195,US,NY,Brooklyn,0,NA,NA,pharmacy technician,pharmacy,4047,580,NA,30700,,EN,0,0,None,99,19,8
143,11/3/16,company00181,job0000195,US,NY,Brooklyn,0,NA,NA,pharmacy technician,pharmacy,4047,580,NA,30700,,EN,0,0,None,100,3,3
144,11/1/16,company00182,job0000196,US,MN,Mankato,5,12,NA,attorney,legal,726,132,NA,60500,,EN,0,1,None,98,29,1
145,11/1/16,company00186,job0000200,US,TN,Chattanooga,0,NA,NA,line leader,manufacturing,1429,199,NA,23900,,EN,0,0,High School,98,16,10
146,11/2/16,company00187,job0000201,US,LA,Morgan City,4.1,41,NA,registered nurse - rehabilitation,mednurse,970,147,NA,70200,,EN,0,1,None,98,19,1
147,11/1/16,company00188,job0000202,US,MN,Saint Paul,3.8,26,NA,program manager,project,3780,605,5,94700,,EN,1,0,Higher Education,98,14,14
148,11/1/16,company00191,job0000205,US,OH,Columbus,0,NA,NA,medical assistant,medtech,483,94,NA,32300,,EN,0,1,None,98,13,9
149,11/2/16,company00191,job0000205,US,OH,Columbus,0,NA,NA,medical assistant,medtech,483,94,NA,32300,,EN,0,1,None,99,29,14
150,11/1/16,company00192,job0000206,US,ID,Boise,3.8,86,NA,medical assistant,medtech,2045,267,NA,33900,,EN,0,1,None,98,15,2
151,11/2/16,company00192,job0000206,US,ID,Boise,3.8,86,NA,medical assistant,medtech,2045,267,NA,33900,,EN,0,1,None,99,11,0
152,11/3/16,company00192,job0000206,US,ID,Boise,3.8,86,NA,medical assistant,medtech,2045,267,NA,33900,,EN,0,1,None,100,17,1
153,11/1/16,company00193,job0000207,CA,ON,Toronto,2.8,65,TELECOMMUNICATIONS,technical support,techhelp,3796,592,2,41300,,EN,0,0,None,97,11,3
154,11/2/16,company00193,job0000207,CA,ON,Toronto,2.8,65,TELECOMMUNICATIONS,technical support,techhelp,3796,592,2,41300,,EN,0,0,None,98,17,17
155,11/3/16,company00193,job0000207,CA,ON,Toronto,2.8,65,TELECOMMUNICATIONS,technical support,techhelp,3796,592,2,41300,,EN,0,0,None,99,5,5
156,11/1/16,company00194,job0000208,US,TX,Odessa,0,NA,NA,security officer,protective,2316,418,NA,18700,,EN,0,1,High School,98,19,0
157,11/1/16,company00195,job0000209,US,UNKNOWN,,0,NA,NA,software test engineer,techsoftware,2584,454,4,99400,,EN,0,0,Higher Education,98,47,0
158,11/2/16,company00195,job0000209,US,UNKNOWN,,0,NA,NA,software test engineer,techsoftware,2584,454,4,99400,,EN,0,0,Higher Education,99,27,4
159,11/3/16,company00195,job0000209,US,UNKNOWN,,0,NA,NA,software test engineer,techsoftware,2584,454,4,99400,,EN,0,0,Higher Education,100,16,0
160,11/1/16,company00196,job0000210,US,NE,North Platte,3.6,49,NA,NA,NA,442,113,NA,23600,,EN,0,0,None,98,15,0
161,11/2/16,company00196,job0000210,US,NE,North Platte,3.6,49,NA,NA,NA,442,113,NA,23600,,EN,0,0,None,99,24,2
162,11/3/16,company00196,job0000210,US,NE,North Platte,3.6,49,NA,NA,NA,442,113,NA,23600,,EN,0,0,None,100,9,2
163,11/2/16,company00200,job0000214,US,VA,Virginia Beach,3.8,54,NA,restaurant manager,food,940,175,NA,49200,USD,EN,1,0,High School,99,31,1
164,11/2/16,company00202,job0000216,US,PA,Harrisburg,3.5,117,NA,therapeutic staff support,service,5667,879,2,29200,,EN,0,1,Higher Education,98,18,1
165,11/3/16,company00202,job0000216,US,PA,Harrisburg,3.5,117,NA,therapeutic staff support,service,5667,879,2,29200,,EN,0,1,Higher Education,99,19,3
166,11/3/16,company00204,job0000218,US,CA,San Diego,4.1,29,NA,stock supervisor,retail,1644,261,3,50100,,EN,1,0,Higher Education,99,13,0
167,11/1/16,company00207,job0000221,US,VA,Fredericksburg,0,NA,NA,facilitator,service,3010,447,1,22800,USD,EN,0,1,High School,98,28,18
168,11/2/16,company00207,job0000221,US,VA,Fredericksburg,0,NA,NA,facilitator,service,3010,447,1,22800,USD,EN,0,1,High School,99,20,7
169,11/3/16,company00207,job0000221,US,VA,Fredericksburg,0,NA,NA,facilitator,service,3010,447,1,22800,USD,EN,0,1,High School,100,27,8
170,11/1/16,company00208,job0000223,US,OK,Tulsa,3.3,17,NA,guest service agent,customer,4374,632,0,21600,,EN,0,0,High School,97,14,0
171,11/1/16,company00209,job0000224,US,NM,Albuquerque,0,NA,NA,housekeeper,sanitation,5768,844,NA,20100,,EN,0,1,High School,98,18,2
172,11/2/16,company00209,job0000224,US,NM,Albuquerque,0,NA,NA,housekeeper,sanitation,5768,844,NA,20100,,EN,0,1,High School,99,11,2
173,11/3/16,company00209,job0000224,US,NM,Albuquerque,0,NA,NA,housekeeper,sanitation,5768,844,NA,20100,,EN,0,1,High School,100,20,3
174,11/1/16,company00212,job0000227,US,KY,Louisville,0,NA,NA,landscape laborer,install,590,94,1,25900,USD,EN,0,1,High School,97,17,0
175,11/2/16,company00212,job0000227,US,KY,Louisville,0,NA,NA,landscape laborer,install,590,94,1,25900,USD,EN,0,1,High School,98,11,2
176,11/1/16,company00220,job0000235,US,WV,Bridgeport,3.6,2416,AUTO,customer service representative,customer,1844,341,NA,22600,,EN,0,1,None,98,31,12
177,11/2/16,company00220,job0000235,US,WV,Bridgeport,3.6,2416,AUTO,customer service representative,customer,1844,341,NA,22600,,EN,0,1,None,99,7,3
178,11/2/16,company00221,job0000236,US,CA,Carlsbad,0,NA,NA,marketing specialist,marketing,2512,410,2,41000,,EN,0,0,Higher Education,98,26,2
179,11/3/16,company00221,job0000236,US,CA,Carlsbad,0,NA,NA,marketing specialist,marketing,2512,410,2,41000,,EN,0,0,Higher Education,99,13,13
180,11/1/16,company00224,job0000239,CA,BC,New Westminster,1,85,NA,social studies teacher,education,3158,549,NA,67400,,EN,0,1,High School,97,20,0
181,11/1/16,company00225,job0000240,US,OR,Clackamas,4.2,6716,HEALTH_CARE,security officer,protective,3565,475,4,32300,,EN,0,1,High School,97,21,2
182,11/2/16,company00225,job0000240,US,OR,Clackamas,4.2,6716,HEALTH_CARE,security officer,protective,3565,475,4,32300,,EN,0,1,High School,98,18,1
183,11/3/16,company00225,job0000240,US,OR,Clackamas,4.2,6716,HEALTH_CARE,security officer,protective,3565,475,4,32300,,EN,0,1,High School,99,29,2
